道具ID,道具名称,道具说明,星级,道具类型,礼包掉落ID,随机道具,金币,元宝,卡牌,装备,装备碎片,经验,战功,声望,将魂,体力,好感度,使用类型,开放等级,道具icon,道具资源,可堆叠,堆叠上限,权值,内含道具,元宝价格,银币价格,产地,产出描述1,产出副本1,产出关卡1,产出描述2,产出副本2,产出关卡2,产出描述3,产出副本3,产出关卡3,产出描述4,产出副本4,产出关卡4,产出描述5,产出副本5,产出关卡5,产出描述6,产出副本6,产出关卡6
6173,金刚战魂,史诗武将进化基础战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/173.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6174,结义战魂,史诗武将进化基础战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/174.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6175,复仇战魂,史诗武将进化基础战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/175.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6176,诡计战魂,史诗武将进化基础战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/176.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6177,离间战魂,史诗武将进化基础战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/177.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6178,明镜战魂,史诗武将进化基础战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/178.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6179,遁走二阶卷轴,史诗武将进化基础卷轴。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/179.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6180,豪杰二阶卷轴,史诗武将进化基础卷轴。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/180.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6181,金刚二阶卷轴,史诗武将进化基础卷轴。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/181.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6182,结义二阶卷轴,史诗武将进化基础卷轴。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/182.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6183,复仇二阶卷轴,史诗武将进化基础卷轴。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/183.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6184,诡计二阶卷轴,史诗武将进化基础卷轴。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/184.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6185,离间二阶卷轴,史诗武将进化基础卷轴。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/185.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6186,明镜二阶卷轴,史诗武将进化基础卷轴。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/186.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6191,遁走战魂二阶,史诗武将进化二阶战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/191.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6192,豪杰战魂二阶,史诗武将进化二阶战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/192.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6193,金刚战魂二阶,史诗武将进化二阶战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/193.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6194,结义战魂二阶,史诗武将进化二阶战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/194.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6195,复仇战魂二阶,史诗武将进化二阶战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/195.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6196,诡计战魂二阶,史诗武将进化二阶战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/196.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6197,离间战魂二阶,史诗武将进化二阶战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/197.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6198,明镜战魂二阶,史诗武将进化二阶战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/198.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6201,临兵战魂碎片,传说武将进化基础战魂碎片。,5,14,,,,,,,,,,,,,,,,resource/icon/evolution/211.png,,1,99,,,,,4 4,,117,11703,,119,11903,,,,,,,,,,,,
6202,斗圣战魂碎片,传说武将进化基础战魂碎片。,5,14,,,,,,,,,,,,,,,,resource/icon/evolution/212.png,,1,99,,,,,4 4,,117,11706,,119,11906,,,,,,,,,,,,
6203,浴血战魂碎片,传说武将进化基础战魂碎片。,5,14,,,,,,,,,,,,,,,,resource/icon/evolution/213.png,,1,99,,,,,4 4,,117,11709,,119,11909,,,,,,,,,,,,
6204,王霸战魂碎片,传说武将进化基础战魂碎片。,5,14,,,,,,,,,,,,,,,,resource/icon/evolution/214.png,,1,99,,,,,4 4,,117,11710,,119,11910,,,,,,,,,,,,
6205,英武战魂碎片,传说武将进化基础战魂碎片。,5,14,,,,,,,,,,,,,,,,resource/icon/evolution/215.png,,1,99,,,,,4 4,,118,11803,,120,12003,,,,,,,,,,,,
6206,枭雄战魂碎片,传说武将进化基础战魂碎片。,5,14,,,,,,,,,,,,,,,,resource/icon/evolution/216.png,,1,99,,,,,4 4,,118,11806,,120,12006,,,,,,,,,,,,
6207,傲世战魂碎片,传说武将进化基础战魂碎片。,5,14,,,,,,,,,,,,,,,,resource/icon/evolution/217.png,,1,99,,,,,4 4,,118,11809,,120,12009,,,,,,,,,,,,
6208,千军战魂碎片,传说武将进化基础战魂碎片。,5,14,,,,,,,,,,,,,,,,resource/icon/evolution/218.png,,1,99,,,,,4 4,,118,11810,,120,12010,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6211,临兵战魂,传说武将进化基础战魂。,5,14,,,,,,,,,,,,,,,,resource/icon/evolution/211.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6212,斗圣战魂,传说武将进化基础战魂。,5,14,,,,,,,,,,,,,,,,resource/icon/evolution/212.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6213,浴血战魂,传说武将进化基础战魂。,5,14,,,,,,,,,,,,,,,,resource/icon/evolution/213.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6214,王霸战魂,传说武将进化基础战魂。,5,14,,,,,,,,,,,,,,,,resource/icon/evolution/214.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6215,英武战魂,传说武将进化基础战魂。,5,14,,,,,,,,,,,,,,,,resource/icon/evolution/215.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6216,枭雄战魂,传说武将进化基础战魂。,5,14,,,,,,,,,,,,,,,,resource/icon/evolution/216.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6217,傲世战魂,传说武将进化基础战魂。,5,14,,,,,,,,,,,,,,,,resource/icon/evolution/217.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6218,千军战魂,传说武将进化基础战魂。,5,14,,,,,,,,,,,,,,,,resource/icon/evolution/218.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6221,临兵战魂二阶,传说武将进化二阶战魂。,5,14,,,,,,,,,,,,,,,,resource/icon/evolution/221.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6222,斗圣战魂二阶,传说武将进化二阶战魂。,5,14,,,,,,,,,,,,,,,,resource/icon/evolution/222.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6223,浴血战魂二阶,传说武将进化二阶战魂。,5,14,,,,,,,,,,,,,,,,resource/icon/evolution/223.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6224,王霸战魂二阶,传说武将进化二阶战魂。,5,14,,,,,,,,,,,,,,,,resource/icon/evolution/224.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6225,英武战魂二阶,传说武将进化二阶战魂。,5,14,,,,,,,,,,,,,,,,resource/icon/evolution/225.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6226,枭雄战魂二阶,传说武将进化二阶战魂。,5,14,,,,,,,,,,,,,,,,resource/icon/evolution/226.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6227,傲世战魂二阶,传说武将进化二阶战魂。,5,14,,,,,,,,,,,,,,,,resource/icon/evolution/227.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6228,千军战魂二阶,传说武将进化二阶战魂。,5,14,,,,,,,,,,,,,,,,resource/icon/evolution/228.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,resource/icon/evolution/23.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,resource/icon/evolution/24.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,resource/icon/evolution/25.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,resource/icon/evolution/26.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,resource/icon/evolution/27.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,resource/icon/evolution/28.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,resource/icon/evolution/29.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,resource/icon/evolution/30.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,resource/icon/evolution/31.png,,,,,,,,,,,,,,,,,,,,,,,,,,
