武将ID,武将名称,阵营,职业ID,职业名称,星级,初始生命,初始攻击,初始防御,生命成长,攻击成长,防御成长,初始闪避,初始命中,初始格挡,初始破击,初始暴击,初始韧性,初始爆伤,初始抵抗,移动速度,攻击速度,攻击距离,普攻子弹ID,必杀技ID,必杀技CD,技能配音ID,进化1材料,进化2材料,进化3材料,进化4材料,进化5材料,进化6材料,进化7材料,进化8材料,进化9材料,进化10材料,进化11材料,进化12材料,武将简介,头像资源,人物资源,卡牌资源,骨骼动画,通用模型技能动作,骨骼比例,骨骼特效,骨骼特效比例,权值,掉落区域,性别,被动技能1,被动技能2,被动技能3,首轮顺序,循环顺序,情缘,图鉴开关
253,梁兴,1,1,步兵,1,2330,255,296,235.1,25.9,29.8,0,0,0,0,0,0,0,0,,100,,251,,15000,193,6004 6004 6003 6003 6002 6001,6028 6025 6013 6013 6012 6003,6075 6041 6027 6014 6012 6003,6096 6094 6047 6042 6024 6013,6097 6091 6075 6044 6043 6023,6143 6098 6092 6072 6045 6042,6147 6146 6091 6072 6071 6045,6191 6142 6126 6097 6071 6046,6191 6177 6144 6098 6093 6046,6193 6191 6122 6097 6093 6078,6221 6215 6198 6172 6143 6123,6228 6225 6194 6175 6143 6124,梁兴，关中将领，拥兵割据一方。后梁兴联合马超、韩遂、侯选、程银、李堪、张横、成宜、马玩、杨秋共十部势力起兵反抗曹操。梁兴率步骑五千人夜袭曹军先头部队徐晃，被击退。马超、韩遂联军失败后，梁兴逃到蓝田，劫掠周围郡县。夏侯渊、徐晃进攻蓝田征讨梁兴，梁兴战败被杀。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/bubing1_y,0,54,,,,,,0,0,0,0=0=1=0,0=1=0=0,,
254,杨秋,1,1,步兵,1,2187,260,285,220.7,26.4,28.7,0,0,0,0,0,0,0,0,,100,,251,,15000,191,6004 6004 6003 6002 6002 6001,6027 6027 6014 6013 6013 6003,6075 6046 6023 6014 6013 6001,6091 6091 6044 6041 6026 6013,6093 6092 6078 6047 6042 6024,6148 6096 6095 6071 6045 6041,6148 6142 6094 6078 6076 6047,6194 6148 6121 6095 6075 6047,6196 6172 6148 6096 6094 6042,6197 6196 6121 6098 6095 6073,6225 6217 6196 6176 6141 6122,6225 6222 6195 6174 6147 6123,杨秋，关中将领，拥兵割据一方。后杨秋联合马超、韩遂、侯选、程银、李堪、张横、梁兴、马玩共十部势力起兵反抗曹操，被击败，逃至安定自守。曹操从长安出兵北征杨秋，包围安定，杨秋投降。曹操保留杨秋的爵位，让他留在安定安抚部下。魏黄初年间，杨秋升任讨寇将军，位特进，封临泾侯，以寿终。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/bubing1_y,0,54,,,,,,0,0,0,0=0=1=0,0=1=0=0,,
255,李堪,1,1,步兵,1,2205,248,304,222.5,25.2,30.6,0,0,0,0,0,0,0,0,,100,,251,,15000,192,6003 6003 6002 6002 6001 6001,6026 6023 6013 6013 6012 6002,6075 6042 6023 6013 6011 6001,6098 6095 6043 6042 6028 6014,6096 6096 6073 6048 6041 6023,6144 6098 6091 6075 6048 6047,6147 6144 6097 6076 6075 6047,6192 6148 6126 6097 6075 6046,6197 6171 6142 6098 6097 6048,6198 6191 6123 6097 6091 6073,6223 6211 6197 6173 6143 6123,6228 6228 6194 6175 6148 6124,李堪，追随韩遂、马超起兵攻打曹操，攻破长安，后来被于禁射杀。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/bubing1_y,0,54,,,,,,0,0,0,0=0=1=0,0=1=0=0,,
256,桥蕤,1,1,步兵,1,2202,248,294,222.2,25.2,29.6,0,0,0,0,0,0,0,0,,100,,251,,15000,193,6003 6003 6002 6002 6001 6001,6025 6023 6013 6013 6011 6004,6075 6041 6022 6013 6011 6002,6095 6095 6045 6042 6011 6013,6097 6095 6078 6047 6011 6025,6148 6098 6096 6077 6011 6043,6145 6143 6094 6078 6011 6041,6196 6144 6122 6094 6011 6041,6195 6176 6143 6097 6011 6042,6192 6192 6125 6095 6011 6072,6227 6215 6193 6175 6011 6124,6223 6222 6194 6171 6011 6124,桥蕤，袁术部将，在寿春迎击曹操军，被敌将夏侯惇斩杀。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/bubing1_y,0,54,,,,,,0,0,0,0=0=1=0,0=1=0=0,,
257,乐就,1,1,步兵,1,2315,247,297,233.5,25.1,29.9,0,0,0,0,0,0,0,0,,100,,251,,15000,191,6004 6004 6003 6002 6001 6001,6025 6022 6014 6013 6012 6003,6072 6041 6028 6011 6011 6004,6097 6092 6043 6042 6025 6014,6098 6094 6073 6048 6041 6021,6141 6097 6092 6073 6047 6046,6146 6143 6093 6074 6072 6048,6194 6144 6128 6095 6076 6042,6198 6171 6141 6095 6091 6043,6198 6195 6128 6095 6091 6076,6221 6216 6191 6176 6141 6121,6226 6225 6191 6176 6147 6124,乐就，袁术部将。袁术在淮南称帝而遭到曹操攻击时，乐就在寿春被曹操活捉，被斩杀。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/bubing1_y,0,54,,,,,,0,0,0,0=0=1=0,0=1=0=0,,
258,韩胤,1,1,步兵,1,2196,264,286,221.6,26.9,28.8,0,0,0,0,0,0,0,0,,100,,251,,15000,192,6004 6004 6003 6003 6002 6002,6023 6021 6013 6013 6011 6001,6072 6046 6026 6012 6011 6004,6097 6092 6045 6041 6011 6012,6095 6093 6076 6047 6011 6028,6144 6093 6093 6075 6011 6044,6148 6145 6095 6075 6011 6042,6196 6144 6121 6093 6011 6048,6191 6176 6144 6097 6011 6046,6193 6193 6125 6096 6011 6078,6222 6214 6191 6171 6011 6122,6228 6224 6196 6173 6011 6128,韩胤，袁术部将。为袁术之子与吕布之女的亲事，被派去提亲，反被吕布擒获后解赴许都，为曹操所斩。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/bubing1_y,0,54,,,,,,0,0,0,0=0=1=0,0=1=0=0,,
259,董卓,1,1,步兵,2,2216,255,296,223.6,25.9,29.8,25,62,112,62,25,50,0,87,,100,,547,168,15000,160,6004 6003 6003 6002 6002 6001,6024 6022 6014 6013 6013 6004,6075 6046 6027 6014 6014 6003,6093 6092 6044 6041 6024 6011,6096 6091 6072 6047 6044 6026,6144 6098 6097 6074 6045 6045,6145 6144 6097 6073 6073 6045,6198 6148 6127 6095 6075 6043,6191 6173 6145 6095 6091 6047,6195 6193 6128 6095 6094 6078,6223 6213 6198 6171 6145 6125,6228 6223 6191 6171 6148 6124,汉末诸侯之一，把持朝纲,resource/head_pic/DongZhuo.png,resource/hero_pic/DongZhuoA.jpg,resource/card_pic/DongZhuo.jpg,resource/bones/DongZhuo,skill,80,resource/bones/DongZhuo_e,90,150,4,,1271,1272,1273,0=1=0=0,0=1=0=0,1=98=2=23=0=西凉大将 1=21=1=19=0=美人计 1=14;151;123;111=1;3=25;25=0;0=群雄乱舞 2=7=2=23=0=七星宝刀 2=63=3=21=0=浑天宝甲,1
260,陶谦,1,5,军师,1,1234,405,176,124.6,41,17.8,0,0,0,0,0,0,0,0,,100,,270,228,15000,191,6004 6004 6003 6002 6002 6001,6028 6023 6014 6012 6012 6004,6071 6044 6021 6012 6012 6003,6096 6091 6042 6042 6026 6013,6098 6096 6072 6046 6044 6026,6148 6096 6093 6075 6048 6048,6146 6143 6092 6071 6071 6042,6198 6142 6126 6096 6077 6048,6198 6176 6146 6095 6091 6044,6193 6192 6123 6093 6091 6073,6222 6215 6191 6178 6148 6127,6221 6221 6195 6176 6141 6126,徐州牧，汉末诸侯之一,resource/head_pic/BaiErBing.png,resource/hero_pic/BaiErBingA.jpg,resource/card_pic/BaiErBing.jpg,resource/bones/junshi2,skill2,55,,,,,,1428,1429,0,0=0=1=0,0=1=0=0,,
261,于毒,1,1,步兵,1,2281,247,301,230.2,25.1,30.3,0,0,0,0,0,0,0,0,,100,,252,204,15000,192,6004 6004 6002 6002 6001 6001,6025 6023 6013 6013 6012 6004,6072 6041 6024 6012 6012 6003,6095 6091 6048 6046 6012 6012,6097 6091 6075 6043 6012 6025,6147 6097 6095 6074 6012 6047,6145 6142 6092 6076 6012 6042,6195 6142 6121 6091 6012 6043,6195 6175 6146 6096 6012 6047,6196 6194 6125 6098 6012 6076,6223 6216 6195 6171 6012 6125,6222 6221 6195 6173 6012 6127,黑山军首领之一,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/bubing2_y,skill2,65,,,,,,1479,0,0,0=0=1=0,0=1=0=0,,
262,白绕,1,1,步兵,1,2208,256,298,222.8,26,30,0,0,0,0,0,0,0,0,,100,,252,205,15000,193,6004 6004 6003 6003 6002 6001,6024 6022 6014 6014 6012 6001,6077 6041 6026 6014 6011 6003,6096 6091 6048 6046 6023 6013,6094 6092 6076 6043 6042 6028,6147 6095 6095 6072 6046 6044,6148 6141 6097 6075 6073 6045,6197 6143 6128 6097 6075 6041,6191 6171 6141 6096 6094 6043,6193 6191 6127 6094 6092 6071,6221 6217 6192 6173 6145 6122,6227 6223 6196 6172 6143 6125,黑山军首领之一,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/bubing2_y,skill2,65,,,,,,1430,1431,0,0=0=1=0,0=1=0=0,,
263,眭固,1,3,骑兵,1,1935,312,249,194.7,31.6,25.1,0,0,0,0,0,0,0,0,,100,,258,186,15000,191,6004 6003 6003 6002 6002 6001,6026 6021 6014 6011 6011 6004,6076 6042 6028 6013 6012 6001,6094 6093 6048 6043 6023 6012,6097 6091 6073 6047 6043 6026,6144 6095 6095 6076 6045 6042,6147 6145 6095 6078 6071 6044,6191 6142 6126 6094 6076 6048,6194 6175 6143 6093 6092 6043,6198 6192 6121 6095 6091 6073,6225 6218 6193 6176 6141 6123,6226 6224 6198 6176 6146 6122,黑山军首领之一,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1480,0,0,0=0=1=0,0=1=0=0,,
264,程远志,1,1,步兵,1,2286,253,286,230.6,25.7,28.8,0,0,0,0,0,0,0,0,,100,,252,206,15000,192,6004 6004 6003 6003 6002 6001,6028 6027 6014 6014 6012 6002,6074 6046 6021 6013 6012 6002,6093 6092 6045 6045 6027 6014,6097 6097 6073 6047 6042 6021,6146 6096 6096 6072 6047 6045,6144 6141 6097 6078 6074 6046,6193 6145 6122 6094 6071 6047,6197 6177 6143 6098 6093 6048,6198 6198 6124 6097 6094 6075,6222 6212 6191 6176 6145 6122,6223 6221 6193 6171 6142 6126,黄巾军首领之一,resource/head_pic/HuBaoQi.png,resource/hero_pic/HuBaoQiA.jpg,resource/card_pic/HuBaoQi.jpg,resource/bones/bubing2_y,skill2,65,,,,,,1481,0,0,0=0=1=0,0=1=0=0,,
265,刘虞,1,5,军师,1,1209,392,184,122.1,39.7,18.6,0,0,0,0,0,0,0,0,,100,,270,192,15000,193,6004 6003 6003 6002 6001 6001,6027 6027 6014 6014 6013 6002,6074 6045 6026 6014 6011 6004,6098 6097 6044 6041 6024 6012,6096 6093 6072 6048 6043 6028,6143 6096 6091 6073 6045 6042,6144 6142 6096 6076 6074 6043,6192 6145 6125 6094 6071 6047,6197 6176 6145 6091 6091 6044,6192 6191 6123 6096 6092 6076,6227 6217 6194 6173 6144 6125,6228 6221 6196 6172 6146 6121,幽州刺史,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/junshi2,skill2,55,,,,,,1482,0,0,0=0=1=0,0=1=0=0,,
266,刘岱,1,4,弓兵,1,1130,430,159,114.2,43.4,16.4,0,0,0,0,0,0,0,0,,100,,264,211,15000,191,6003 6003 6002 6002 6001 6001,6027 6023 6014 6011 6011 6001,6077 6042 6027 6014 6012 6002,6098 6098 6048 6044 6024 6011,6095 6091 6074 6047 6044 6028,6145 6097 6095 6071 6047 6044,6147 6142 6098 6076 6071 6048,6194 6146 6122 6093 6074 6042,6191 6174 6142 6096 6096 6046,6192 6192 6128 6098 6091 6076,6225 6211 6191 6175 6146 6124,6228 6227 6192 6175 6147 6123,衮州刺史,resource/head_pic/BaiErBing.png,resource/hero_pic/BaiErBingA.jpg,resource/card_pic/BaiErBing.jpg,resource/bones/gongbing2,skill2,54,,,,,,1483,0,0,0=0=1=0,0=1=0=0,,
267,刘繇,1,3,骑兵,1,1960,299,239,197.2,30.3,24.1,0,0,0,0,0,0,0,0,,100,,258,182,15000,192,6004 6004 6003 6002 6002 6001,6024 6022 6014 6014 6013 6004,6077 6045 6028 6013 6013 6004,6094 6094 6044 6042 6013 6011,6098 6097 6072 6048 6013 6024,6146 6095 6094 6073 6013 6044,6148 6146 6094 6077 6013 6041,6197 6145 6121 6096 6013 6043,6197 6178 6146 6092 6013 6047,6198 6194 6127 6094 6013 6074,6222 6216 6196 6174 6013 6124,6228 6227 6197 6178 6013 6128,刘繇，字正礼。东莱牟平（今山东牟平）人。东汉末年人物，汉室宗亲。,resource/head_pic/BaiErBing.png,resource/hero_pic/BaiErBingA.jpg,resource/card_pic/BaiErBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1484,0,0,0=0=1=0,0=1=0=0,,
268,严白虎,1,1,步兵,1,2254,254,295,227.5,25.8,29.7,0,0,0,0,0,0,0,0,,100,,252,207,15000,193,6004 6004 6002 6002 6001 6001,6024 6023 6012 6012 6011 6003,6073 6043 6023 6013 6013 6002,6095 6092 6047 6043 6027 6011,6098 6097 6071 6048 6045 6026,6141 6097 6096 6077 6046 6043,6145 6143 6097 6077 6076 6048,6198 6145 6124 6097 6076 6047,6198 6171 6145 6097 6094 6041,6197 6194 6121 6096 6092 6075,6223 6217 6194 6177 6148 6123,6226 6222 6195 6172 6146 6121,严白虎，东汉末吴郡乌程（今浙江吴兴南）人。为当地强族，献帝初拥兵万人自固。孙策受袁术使渡江，攻破白虎等。白虎奔余杭，投靠许昭。建安二年（197），复为孙策所破。,resource/head_pic/BaiErBing.png,resource/hero_pic/BaiErBingA.jpg,resource/card_pic/BaiErBing.jpg,resource/bones/bubing2_y,skill2,65,,,,,,1432,1433,0,0=0=1=0,0=1=0=0,,
269,王朗,1,1,步兵,1,2178,251,300,219.8,25.5,30.2,0,0,0,0,0,0,0,0,,100,,252,212,15000,191,6004 6003 6003 6002 6002 6001,6027 6022 6014 6011 6011 6002,6072 6043 6025 6012 6011 6004,6095 6092 6045 6041 6027 6013,6095 6094 6071 6043 6042 6024,6145 6091 6091 6078 6045 6043,6146 6145 6091 6075 6075 6044,6198 6145 6121 6092 6075 6046,6193 6177 6147 6097 6093 6041,6195 6192 6126 6097 6091 6072,6227 6218 6191 6175 6142 6127,6228 6226 6195 6173 6142 6123,王朗，本名王严，字景兴，东海郯（今山东郯城西北）人，汉末三国时期曹魏经学家、重臣。,resource/head_pic/BaiErBing.png,resource/hero_pic/BaiErBingA.jpg,resource/card_pic/BaiErBing.jpg,resource/bones/bubing2_y,skill2,65,,,,,,1434,1435,0,0=0=1=0,0=1=0=0,,
270,刘勋,1,5,军师,1,1268,393,178,128,39.8,18,0,0,0,0,0,0,0,0,,100,,270,193,15000,192,6004 6004 6003 6002 6001 6001,6027 6021 6014 6013 6011 6002,6072 6045 6025 6013 6011 6002,6096 6096 6045 6042 6025 6013,6097 6094 6076 6048 6041 6023,6141 6095 6094 6073 6047 6041,6145 6141 6094 6076 6073 6047,6197 6145 6125 6094 6077 6046,6193 6175 6146 6097 6094 6045,6193 6192 6122 6097 6091 6076,6221 6217 6192 6173 6147 6128,6228 6223 6194 6177 6146 6121,刘勋，字子璜，汉京兆虎牙都尉（三国志 臧洪·公孙瓒传中记载为虎牙将军），曾效力过袁绍，后被袁绍所害。,resource/head_pic/BaiErBing.png,resource/hero_pic/BaiErBingA.jpg,resource/card_pic/BaiErBing.jpg,resource/bones/junshi2,skill2,55,,,,,,1485,0,0,0=0=1=0,0=1=0=0,,
271,曹节,2,5,军师,1,1260,389,180,127.2,39.4,18.2,0,0,0,0,0,0,0,0,,100,,271,173,15000,174,6003 6003 6002 6002 6001 6001,6026 6024 6014 6014 6013 6003,6074 6043 6024 6013 6013 6003,6097 6097 6046 6041 6023 6012,6094 6091 6072 6044 6041 6021,6144 6097 6096 6073 6046 6046,6148 6145 6097 6078 6071 6048,6191 6147 6121 6093 6072 6046,6192 6172 6148 6097 6094 6046,6198 6198 6128 6097 6093 6074,6227 6217 6194 6174 6143 6122,6227 6227 6191 6175 6146 6128,汉献帝刘协的第二任皇后，曹操的女儿。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/junshi3nv,skill2,50,,,,,1,1436,1437,0,0=0=1=0,0=1=0=0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,步兵屠夫,1,1,步兵,3,2281,247,301,230.2,25.1,30.3,20,,25,,50,,150,200,,100,,280,,15000,,,,,,,,,,,,,,“我要吃肉！” 噗噗噗噼噼噼噼啪啪啪,resource/head_pic/HuBaoQi.png,resource/hero_pic/HuBaoQiA.jpg,resource/card_pic/HuBaoQi.jpg,resource/bones/tufu,skill,85,,,,,,,,,,,,
281,弩车,1,4,弓兵,3,1092,438,162,110.4,44.2,16.7,20,,25,,50,,150,200,,100,,1600,,15000,,,,,,,,,,,,,,嗖~嗖~嗖~嗖~~,resource/head_pic/HuBaoQi.png,resource/hero_pic/HuBaoQiA.jpg,resource/card_pic/HuBaoQi.jpg,resource/bones/nuche,skill,90,,,,,2,1600,,,1=1=1=1,1=1=1=1,,
282,步兵藤甲,1,1,步兵,3,2208,256,298,222.8,26,30,20,,25,,50,,150,200,,100,,282,,15000,,,,,,,,,,,,,,dun~dun~dun~,resource/head_pic/HuBaoQi.png,resource/hero_pic/HuBaoQiA.jpg,resource/card_pic/HuBaoQi.jpg,resource/bones/tengjiabing,skill,80,,,,,,,,,,,,
283,军师藤甲,1,5,军师,3,1248,407,179,126,41.3,18.1,20,,25,,50,,150,200,,100,,1601,,15000,,,,,,,,,,,,,,dun~dun~dun~,resource/head_pic/HuBaoQi.png,resource/hero_pic/HuBaoQiA.jpg,resource/card_pic/HuBaoQi.jpg,resource/bones/tengjiabing,skill,80,,,,,,1601,,,1=1=1=1,1=1=1=1,,
284,军师屠夫,1,5,军师,3,1274,388,172,128.7,39.3,17.4,20,,25,,50,,150,200,,100,,1602,,15000,,,,,,,,,,,,,,“我要吃肉！” 噗噗噗噼噼噼噼啪啪啪,resource/head_pic/HuBaoQi.png,resource/hero_pic/HuBaoQiA.jpg,resource/card_pic/HuBaoQi.jpg,resource/bones/tufu,skill,85,,,,,,1602,,,1=1=1=1,1=1=1=1,,
285,投石车,1,4,弓兵,3,1142,437,158,115.4,44.1,16.3,20,,25,,50,,150,200,,100,,1603,,15000,,,,,,,,,,,,,,投~投~,resource/head_pic/HuBaoQi.png,resource/hero_pic/HuBaoQiA.jpg,resource/card_pic/HuBaoQi.jpg,resource/bones/toushiche,skill,100,,,,,2,1603,,,1=1=1=1,1=1=1=1,,
286,前排酒鬼,1,5,军师,3,1230,397,176,124.2,40.2,17.8,20,,25,,50,,150,200,,100,,1604,,15000,,,,,,,,,,,,,,我没醉。。。,resource/head_pic/HuBaoQi.png,resource/hero_pic/HuBaoQiA.jpg,resource/card_pic/HuBaoQi.jpg,resource/bones/laojiugui,skill,80,,,,,,1604,1605,,1=1=1=1,1=1=1=1,,
287,前2排酒鬼,1,5,军师,3,1217,385,184,122.9,38.9,18.6,20,,25,,50,,150,200,,100,,1605,,15000,,,,,,,,,,,,,,我没醉。。。,resource/head_pic/HuBaoQi.png,resource/hero_pic/HuBaoQiA.jpg,resource/card_pic/HuBaoQi.jpg,resource/bones/laojiugui,skill,80,,,,,,1604,1605,,2=2=2=2,2=2=2=2,,
288,中医1号,1,5,军师,3,1222,390,178,123.4,39.5,18,20,,25,,50,,150,200,,100,,286,,15000,,,,,,,,,,,,,,来做个大保健吧,resource/head_pic/HuBaoQi.png,resource/hero_pic/HuBaoQiA.jpg,resource/card_pic/HuBaoQi.jpg,resource/bones/yaoshi,skill,90,resource/bones/yaoshi_e,80,,,,1606,1607,,0=1=0=1,0=1=0=1,,
289,中医2号,1,5,军师,3,1238,403,173,125,40.8,17.5,20,,25,,50,,150,200,,100,,286,,15000,,,,,,,,,,,,,,来做个大保健吧,resource/head_pic/HuBaoQi.png,resource/hero_pic/HuBaoQiA.jpg,resource/card_pic/HuBaoQi.jpg,resource/bones/yaoshi,skill,90,resource/bones/yaoshi_e,80,,,,1606,1607,,0=2=0=0,0=2=0=2,,
290,剑客1号,1,1,步兵,3,2315,247,297,233.5,25.1,29.9,20,,25,,50,,150,200,,100,,290,,15000,,,,,,,,,,,,,,看！大宝剑,resource/head_pic/HuBaoQi.png,resource/hero_pic/HuBaoQiA.jpg,resource/card_pic/HuBaoQi.jpg,resource/bones/liulangjianke,skill,80,resource/bones/liulangjianke_e,80,,,,1608,1609,,0=1=0=1,0=1=0=1,,
291,剑客1号,1,1,步兵,3,2270,252,299,229,25.6,30.1,20,,25,,50,,150,200,,100,,290,,15000,,,,,,,,,,,,,,贱客,resource/head_pic/HuBaoQi.png,resource/hero_pic/HuBaoQiA.jpg,resource/card_pic/HuBaoQi.jpg,resource/bones/liulangjianke,skill,80,resource/bones/liulangjianke_e,80,,,,1608,1609,,0=2=0=2,0=2=0=2,,
292,驯兽1号,1,4,弓兵,3,1114,422,159,112.6,42.6,16.4,20,,25,,50,,150,200,,100,,287,,15000,,,,,,,,,,,,,,给我冲,resource/head_pic/HuBaoQi.png,resource/hero_pic/HuBaoQiA.jpg,resource/card_pic/HuBaoQi.jpg,resource/bones/XunShou,skill,80,resource/bones/XunShou_e,90,,,,1610,1611,,0=1=0=1,0=1=0=1,,
293,驯兽2号,1,4,弓兵,3,1100,445,159,111.2,44.9,16.4,20,,25,,50,,150,200,,100,,287,,15000,,,,,,,,,,,,,,是时候爆发了,resource/head_pic/HuBaoQi.png,resource/hero_pic/HuBaoQiA.jpg,resource/card_pic/HuBaoQi.jpg,resource/bones/XunShou,skill,80,resource/bones/XunShou_e,90,,,,1610,1611,,0=2=0=2,2=0=2=0,,
294,算命1号,1,5,军师,3,1284,390,172,129.7,39.5,17.4,20,,25,,50,,150,200,,100,,288,,15000,,,,,,,,,,,,,,运势不错,resource/head_pic/HuBaoQi.png,resource/hero_pic/HuBaoQiA.jpg,resource/card_pic/HuBaoQi.jpg,resource/bones/SuanMing,skill,80,resource/bones/SuanMing_e,90,,,,1613,1614,,1=0=0=0,1=0=0=0,,
295,算命2号,1,5,军师,3,1243,405,177,125.5,41,17.9,20,,25,,50,,150,200,,100,,288,,15000,,,,,,,,,,,,,,对对对,resource/head_pic/HuBaoQi.png,resource/hero_pic/HuBaoQiA.jpg,resource/card_pic/HuBaoQi.jpg,resource/bones/SuanMing,skill,80,resource/bones/SuanMing_e,90,,,,1613,1614,,0=0=0=0,0=0=0=0,,
296,恶霸1号,1,1,步兵,3,2292,256,292,231.3,26,29.4,20,,25,,50,,150,200,,100,,289,,15000,,,,,,,,,,,,,,此路是我开！？,resource/head_pic/HuBaoQi.png,resource/hero_pic/HuBaoQiA.jpg,resource/card_pic/HuBaoQi.jpg,resource/bones/EBa,skill,80,resource/bones/EBa_e,90,,,,1615,1616,,0=1=0=1,0=1=0=1,,
297,恶霸2号,1,1,步兵,3,2185,255,298,220.5,25.9,30,20,,25,,50,,150,200,,100,,289,,15000,,,,,,,,,,,,,,此树是我栽！~,resource/head_pic/HuBaoQi.png,resource/hero_pic/HuBaoQiA.jpg,resource/card_pic/HuBaoQi.jpg,resource/bones/EBa,skill,80,resource/bones/EBa_e,90,,,,1615,1616,,0=2=0=2,2=0=2=0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,步兵,1,1,步兵,1,2232,252,291,225.2,25.6,29.3,5,,0,,5,,150,,,100,,251,,15000,,,,,,,,,,,,,,普通步兵,resource/head_pic/BaiErBing.png,resource/hero_pic/BaiErBingA.jpg,resource/card_pic/BaiErBing.jpg,resource/bones/bubing1_y,skill,54,,,,,,,,,0=0=0=0,0=0=0=0,,
402,骑兵,1,3,骑兵,1,1908,305,243,192,30.9,24.5,5,,0,,5,,150,,,100,,257,,15000,,,,,,,,,,,,,,普通骑兵,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,,,,0=0=0=0,0=0=0=0,,
403,弓兵,1,4,弓兵,1,1108,429,159,112,43.3,16.4,5,,0,,5,,150,,,100,,263,,15000,,,,,,,,,,,,,,普通弓兵,resource/head_pic/HuBaoQi.png,resource/hero_pic/HuBaoQiA.jpg,resource/card_pic/HuBaoQi.jpg,resource/bones/gongbing2,skill,54,,,,,,,,,0=0=0=0,0=0=0=0,,
404,军师,1,5,军师,1,1236,394,176,124.8,39.9,17.8,5,,0,,5,,150,,,100,,269,,15000,,,,,,,,,,,,,,普通军师,resource/head_pic/BaiErBing.png,resource/hero_pic/BaiErBingA.jpg,resource/card_pic/BaiErBing.jpg,resource/bones/junshi1_y,skill,54,,,,,,,,,0=0=0=0,0=0=0=0,,
405,步兵,2,1,步兵,1,2232,252,291,225.2,25.6,29.3,5,,0,,5,,150,,,100,,251,,15000,,,,,,,,,,,,,,普通步兵,resource/head_pic/BaiErBing.png,resource/hero_pic/BaiErBingA.jpg,resource/card_pic/BaiErBing.jpg,resource/bones/bubing1_y,skill,54,,,,,,,,,0=0=0=0,0=0=0=0,,
406,骑兵,2,3,骑兵,1,1908,305,243,192,30.9,24.5,5,,0,,5,,150,,,100,,257,,15000,,,,,,,,,,,,,,普通骑兵,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,,,,0=0=0=0,0=0=0=0,,
