技能id,等级,需要材料,需要银币,需求等级
1429,3,31=3,1000,10
1429,4,31=4,2000,15
1429,5,31=5,4000,20
1429,6,32=6,8000,25
1429,7,32=8,10000,30
1429,8,32=10,12000,35
1429,9,32=12,14000,40
1429,10,32=14,16000,45
1429,11,33=17,32000,50
1429,12,33=20,36000,55
1429,13,33=23,40000,60
1429,14,33=26,44000,65
1429,15,33=30,48000,70
1429,16,34=34,96000,75
1429,17,34=38,104000,80
1429,18,34=42,112000,85
1429,19,34=46,120000,90
1429,20,34=50,128000,95
1430,1,31=1,0,0
1430,2,31=2,500,6
1430,3,31=3,1000,10
1430,4,31=4,2000,15
1430,5,31=5,4000,20
1430,6,32=6,8000,25
1430,7,32=8,10000,30
1430,8,32=10,12000,35
1430,9,32=12,14000,40
1430,10,32=14,16000,45
1430,11,33=17,32000,50
1430,12,33=20,36000,55
1430,13,33=23,40000,60
1430,14,33=26,44000,65
1430,15,33=30,48000,70
1430,16,34=34,96000,75
1430,17,34=38,104000,80
1430,18,34=42,112000,85
1430,19,34=46,120000,90
1430,20,34=50,128000,95
1431,1,31=1,0,0
1431,2,31=2,500,6
1431,3,31=3,1000,10
1431,4,31=4,2000,15
1431,5,31=5,4000,20
1431,6,32=6,8000,25
1431,7,32=8,10000,30
1431,8,32=10,12000,35
1431,9,32=12,14000,40
1431,10,32=14,16000,45
1431,11,33=17,32000,50
1431,12,33=20,36000,55
1431,13,33=23,40000,60
1431,14,33=26,44000,65
1431,15,33=30,48000,70
1431,16,34=34,96000,75
1431,17,34=38,104000,80
1431,18,34=42,112000,85
1431,19,34=46,120000,90
1431,20,34=50,128000,95
1432,1,31=1,0,0
1432,2,31=2,500,6
1432,3,31=3,1000,10
1432,4,31=4,2000,15
1432,5,31=5,4000,20
1432,6,32=6,8000,25
1432,7,32=8,10000,30
1432,8,32=10,12000,35
1432,9,32=12,14000,40
1432,10,32=14,16000,45
1432,11,33=17,32000,50
1432,12,33=20,36000,55
1432,13,33=23,40000,60
1432,14,33=26,44000,65
1432,15,33=30,48000,70
1432,16,34=34,96000,75
1432,17,34=38,104000,80
1432,18,34=42,112000,85
1432,19,34=46,120000,90
1432,20,34=50,128000,95
1433,1,31=1,0,0
1433,2,31=2,500,6
1433,3,31=3,1000,10
1433,4,31=4,2000,15
1433,5,31=5,4000,20
1433,6,32=6,8000,25
1433,7,32=8,10000,30
1433,8,32=10,12000,35
1433,9,32=12,14000,40
1433,10,32=14,16000,45
1433,11,33=17,32000,50
1433,12,33=20,36000,55
1433,13,33=23,40000,60
1433,14,33=26,44000,65
1433,15,33=30,48000,70
1433,16,34=34,96000,75
1433,17,34=38,104000,80
1433,18,34=42,112000,85
1433,19,34=46,120000,90
1433,20,34=50,128000,95
1434,1,31=1,0,0
1434,2,31=2,500,6
1434,3,31=3,1000,10
1434,4,31=4,2000,15
1434,5,31=5,4000,20
1434,6,32=6,8000,25
1434,7,32=8,10000,30
1434,8,32=10,12000,35
1434,9,32=12,14000,40
1434,10,32=14,16000,45
1434,11,33=17,32000,50
1434,12,33=20,36000,55
1434,13,33=23,40000,60
1434,14,33=26,44000,65
1434,15,33=30,48000,70
1434,16,34=34,96000,75
1434,17,34=38,104000,80
1434,18,34=42,112000,85
1434,19,34=46,120000,90
1434,20,34=50,128000,95
1435,1,31=1,0,0
1435,2,31=2,500,6
1435,3,31=3,1000,10
1435,4,31=4,2000,15
1435,5,31=5,4000,20
1435,6,32=6,8000,25
1435,7,32=8,10000,30
1435,8,32=10,12000,35
1435,9,32=12,14000,40
1435,10,32=14,16000,45
1435,11,33=17,32000,50
1435,12,33=20,36000,55
1435,13,33=23,40000,60
1435,14,33=26,44000,65
1435,15,33=30,48000,70
1435,16,34=34,96000,75
1435,17,34=38,104000,80
1435,18,34=42,112000,85
1435,19,34=46,120000,90
1435,20,34=50,128000,95
1436,1,31=1,0,0
1436,2,31=2,500,6
1436,3,31=3,1000,10
1436,4,31=4,2000,15
1436,5,31=5,4000,20
1436,6,32=6,8000,25
1436,7,32=8,10000,30
1436,8,32=10,12000,35
1436,9,32=12,14000,40
1436,10,32=14,16000,45
1436,11,33=17,32000,50
1436,12,33=20,36000,55
1436,13,33=23,40000,60
1436,14,33=26,44000,65
1436,15,33=30,48000,70
1436,16,34=34,96000,75
1436,17,34=38,104000,80
1436,18,34=42,112000,85
1436,19,34=46,120000,90
1436,20,34=50,128000,95
1437,1,31=1,0,0
1437,2,31=2,500,6
1437,3,31=3,1000,10
1437,4,31=4,2000,15
1437,5,31=5,4000,20
1437,6,32=6,8000,25
1437,7,32=8,10000,30
1437,8,32=10,12000,35
1437,9,32=12,14000,40
1437,10,32=14,16000,45
1437,11,33=17,32000,50
1437,12,33=20,36000,55
1437,13,33=23,40000,60
1437,14,33=26,44000,65
1437,15,33=30,48000,70
1437,16,34=34,96000,75
1437,17,34=38,104000,80
1437,18,34=42,112000,85
1437,19,34=46,120000,90
1437,20,34=50,128000,95
1438,1,31=1,0,0
1438,2,31=2,500,6
1438,3,31=3,1000,10
1438,4,31=4,2000,15
1438,5,31=5,4000,20
1438,6,32=6,8000,25
1438,7,32=8,10000,30
1438,8,32=10,12000,35
1438,9,32=12,14000,40
1438,10,32=14,16000,45
1438,11,33=17,32000,50
1438,12,33=20,36000,55
1438,13,33=23,40000,60
1438,14,33=26,44000,65
1438,15,33=30,48000,70
1438,16,34=34,96000,75
1438,17,34=38,104000,80
1438,18,34=42,112000,85
1438,19,34=46,120000,90
1438,20,34=50,128000,95
1439,1,31=1,0,0
1439,2,31=2,500,6
1439,3,31=3,1000,10
1439,4,31=4,2000,15
1439,5,31=5,4000,20
1439,6,32=6,8000,25
1439,7,32=8,10000,30
1439,8,32=10,12000,35
1439,9,32=12,14000,40
1439,10,32=14,16000,45
1439,11,33=17,32000,50
1439,12,33=20,36000,55
1439,13,33=23,40000,60
1439,14,33=26,44000,65
1439,15,33=30,48000,70
1439,16,34=34,96000,75
1439,17,34=38,104000,80
1439,18,34=42,112000,85
1439,19,34=46,120000,90
1439,20,34=50,128000,95
1440,1,31=1,0,0
1440,2,31=2,500,6
1440,3,31=3,1000,10
1440,4,31=4,2000,15
1440,5,31=5,4000,20
1440,6,32=6,8000,25
1440,7,32=8,10000,30
1440,8,32=10,12000,35
1440,9,32=12,14000,40
1440,10,32=14,16000,45
1440,11,33=17,32000,50
1440,12,33=20,36000,55
1440,13,33=23,40000,60
1440,14,33=26,44000,65
1440,15,33=30,48000,70
1440,16,34=34,96000,75
1440,17,34=38,104000,80
1440,18,34=42,112000,85
1440,19,34=46,120000,90
1440,20,34=50,128000,95
1441,1,31=1,0,0
1441,2,31=2,500,6
1441,3,31=3,1000,10
1441,4,31=4,2000,15
1441,5,31=5,4000,20
1441,6,32=6,8000,25
1441,7,32=8,10000,30
1441,8,32=10,12000,35
1441,9,32=12,14000,40
1441,10,32=14,16000,45
1441,11,33=17,32000,50
1441,12,33=20,36000,55
1441,13,33=23,40000,60
1441,14,33=26,44000,65
1441,15,33=30,48000,70
1441,16,34=34,96000,75
1441,17,34=38,104000,80
1441,18,34=42,112000,85
1441,19,34=46,120000,90
1441,20,34=50,128000,95
1442,1,31=1,0,0
1442,2,31=2,500,6
1442,3,31=3,1000,10
1442,4,31=4,2000,15
1442,5,31=5,4000,20
1442,6,32=6,8000,25
1442,7,32=8,10000,30
1442,8,32=10,12000,35
1442,9,32=12,14000,40
1442,10,32=14,16000,45
1442,11,33=17,32000,50
1442,12,33=20,36000,55
1442,13,33=23,40000,60
1442,14,33=26,44000,65
1442,15,33=30,48000,70
1442,16,34=34,96000,75
1442,17,34=38,104000,80
1442,18,34=42,112000,85
1442,19,34=46,120000,90
1442,20,34=50,128000,95
1443,1,31=1,0,0
1443,2,31=2,500,6
1443,3,31=3,1000,10
1443,4,31=4,2000,15
1443,5,31=5,4000,20
1443,6,32=6,8000,25
1443,7,32=8,10000,30
1443,8,32=10,12000,35
1443,9,32=12,14000,40
1443,10,32=14,16000,45
1443,11,33=17,32000,50
1443,12,33=20,36000,55
1443,13,33=23,40000,60
1443,14,33=26,44000,65
1443,15,33=30,48000,70
1443,16,34=34,96000,75
1443,17,34=38,104000,80
1443,18,34=42,112000,85
1443,19,34=46,120000,90
1443,20,34=50,128000,95
1444,1,31=1,0,0
1444,2,31=2,500,6
1444,3,31=3,1000,10
1444,4,31=4,2000,15
1444,5,31=5,4000,20
1444,6,32=6,8000,25
1444,7,32=8,10000,30
1444,8,32=10,12000,35
1444,9,32=12,14000,40
1444,10,32=14,16000,45
1444,11,33=17,32000,50
1444,12,33=20,36000,55
1444,13,33=23,40000,60
1444,14,33=26,44000,65
1444,15,33=30,48000,70
1444,16,34=34,96000,75
1444,17,34=38,104000,80
1444,18,34=42,112000,85
1444,19,34=46,120000,90
1444,20,34=50,128000,95
1445,1,31=1,0,0
1445,2,31=2,500,6
1445,3,31=3,1000,10
1445,4,31=4,2000,15
1445,5,31=5,4000,20
1445,6,32=6,8000,25
1445,7,32=8,10000,30
1445,8,32=10,12000,35
1445,9,32=12,14000,40
1445,10,32=14,16000,45
1445,11,33=17,32000,50
1445,12,33=20,36000,55
1445,13,33=23,40000,60
1445,14,33=26,44000,65
1445,15,33=30,48000,70
1445,16,34=34,96000,75
1445,17,34=38,104000,80
1445,18,34=42,112000,85
1445,19,34=46,120000,90
1445,20,34=50,128000,95
1446,1,31=1,0,0
1446,2,31=2,500,6
1446,3,31=3,1000,10
1446,4,31=4,2000,15
1446,5,31=5,4000,20
1446,6,32=6,8000,25
1446,7,32=8,10000,30
1446,8,32=10,12000,35
1446,9,32=12,14000,40
1446,10,32=14,16000,45
1446,11,33=17,32000,50
1446,12,33=20,36000,55
1446,13,33=23,40000,60
1446,14,33=26,44000,65
1446,15,33=30,48000,70
1446,16,34=34,96000,75
1446,17,34=38,104000,80
1446,18,34=42,112000,85
1446,19,34=46,120000,90
1446,20,34=50,128000,95
1447,1,31=1,0,0
1447,2,31=2,500,6
1447,3,31=3,1000,10
1447,4,31=4,2000,15
1447,5,31=5,4000,20
1447,6,32=6,8000,25
1447,7,32=8,10000,30
1447,8,32=10,12000,35
1447,9,32=12,14000,40
1447,10,32=14,16000,45
1447,11,33=17,32000,50
1447,12,33=20,36000,55
1447,13,33=23,40000,60
1447,14,33=26,44000,65
1447,15,33=30,48000,70
1447,16,34=34,96000,75
1447,17,34=38,104000,80
1447,18,34=42,112000,85
1447,19,34=46,120000,90
1447,20,34=50,128000,95
1448,1,31=1,0,0
1448,2,31=2,500,6
1448,3,31=3,1000,10
1448,4,31=4,2000,15
1448,5,31=5,4000,20
1448,6,32=6,8000,25
1448,7,32=8,10000,30
1448,8,32=10,12000,35
1448,9,32=12,14000,40
1448,10,32=14,16000,45
1448,11,33=17,32000,50
1448,12,33=20,36000,55
1448,13,33=23,40000,60
1448,14,33=26,44000,65
1448,15,33=30,48000,70
1448,16,34=34,96000,75
1448,17,34=38,104000,80
1448,18,34=42,112000,85
1448,19,34=46,120000,90
1448,20,34=50,128000,95
1449,1,31=1,0,0
1449,2,31=2,500,6
1449,3,31=3,1000,10
1449,4,31=4,2000,15
1449,5,31=5,4000,20
1449,6,32=6,8000,25
1449,7,32=8,10000,30
1449,8,32=10,12000,35
1449,9,32=12,14000,40
1449,10,32=14,16000,45
1449,11,33=17,32000,50
1449,12,33=20,36000,55
1449,13,33=23,40000,60
1449,14,33=26,44000,65
1449,15,33=30,48000,70
1449,16,34=34,96000,75
1449,17,34=38,104000,80
1449,18,34=42,112000,85
1449,19,34=46,120000,90
1449,20,34=50,128000,95
1450,1,31=1,0,0
1450,2,31=2,500,6
1450,3,31=3,1000,10
1450,4,31=4,2000,15
1450,5,31=5,4000,20
1450,6,32=6,8000,25
1450,7,32=8,10000,30
1450,8,32=10,12000,35
1450,9,32=12,14000,40
1450,10,32=14,16000,45
1450,11,33=17,32000,50
1450,12,33=20,36000,55
1450,13,33=23,40000,60
1450,14,33=26,44000,65
1450,15,33=30,48000,70
1450,16,34=34,96000,75
1450,17,34=38,104000,80
1450,18,34=42,112000,85
1450,19,34=46,120000,90
1450,20,34=50,128000,95
1451,1,31=1,0,0
1451,2,31=2,500,6
1451,3,31=3,1000,10
1451,4,31=4,2000,15
1451,5,31=5,4000,20
1451,6,32=6,8000,25
1451,7,32=8,10000,30
1451,8,32=10,12000,35
1451,9,32=12,14000,40
1451,10,32=14,16000,45
1451,11,33=17,32000,50
1451,12,33=20,36000,55
1451,13,33=23,40000,60
1451,14,33=26,44000,65
1451,15,33=30,48000,70
1451,16,34=34,96000,75
1451,17,34=38,104000,80
1451,18,34=42,112000,85
1451,19,34=46,120000,90
1451,20,34=50,128000,95
1452,1,31=1,0,0
1452,2,31=2,500,6
1452,3,31=3,1000,10
1452,4,31=4,2000,15
1452,5,31=5,4000,20
1452,6,32=6,8000,25
1452,7,32=8,10000,30
1452,8,32=10,12000,35
1452,9,32=12,14000,40
1452,10,32=14,16000,45
1452,11,33=17,32000,50
1452,12,33=20,36000,55
1452,13,33=23,40000,60
1452,14,33=26,44000,65
1452,15,33=30,48000,70
1452,16,34=34,96000,75
1452,17,34=38,104000,80
1452,18,34=42,112000,85
1452,19,34=46,120000,90
1452,20,34=50,128000,95
1453,1,31=1,0,0
1453,2,31=2,500,6
1453,3,31=3,1000,10
1453,4,31=4,2000,15
1453,5,31=5,4000,20
1453,6,32=6,8000,25
1453,7,32=8,10000,30
1453,8,32=10,12000,35
1453,9,32=12,14000,40
1453,10,32=14,16000,45
1453,11,33=17,32000,50
1453,12,33=20,36000,55
1453,13,33=23,40000,60
1453,14,33=26,44000,65
1453,15,33=30,48000,70
1453,16,34=34,96000,75
1453,17,34=38,104000,80
1453,18,34=42,112000,85
1453,19,34=46,120000,90
1453,20,34=50,128000,95
1454,1,31=1,0,0
1454,2,31=2,500,6
1454,3,31=3,1000,10
1454,4,31=4,2000,15
1454,5,31=5,4000,20
1454,6,32=6,8000,25
1454,7,32=8,10000,30
1454,8,32=10,12000,35
1454,9,32=12,14000,40
1454,10,32=14,16000,45
1454,11,33=17,32000,50
1454,12,33=20,36000,55
1454,13,33=23,40000,60
1454,14,33=26,44000,65
1454,15,33=30,48000,70
1454,16,34=34,96000,75
1454,17,34=38,104000,80
1454,18,34=42,112000,85
1454,19,34=46,120000,90
1454,20,34=50,128000,95
1455,1,31=1,0,0
1455,2,31=2,500,6
1455,3,31=3,1000,10
1455,4,31=4,2000,15
1455,5,31=5,4000,20
1455,6,32=6,8000,25
1455,7,32=8,10000,30
1455,8,32=10,12000,35
1455,9,32=12,14000,40
1455,10,32=14,16000,45
1455,11,33=17,32000,50
1455,12,33=20,36000,55
1455,13,33=23,40000,60
1455,14,33=26,44000,65
1455,15,33=30,48000,70
1455,16,34=34,96000,75
1455,17,34=38,104000,80
1455,18,34=42,112000,85
1455,19,34=46,120000,90
1455,20,34=50,128000,95
1456,1,31=1,0,0
1456,2,31=2,500,6
1456,3,31=3,1000,10
1456,4,31=4,2000,15
1456,5,31=5,4000,20
1456,6,32=6,8000,25
1456,7,32=8,10000,30
1456,8,32=10,12000,35
1456,9,32=12,14000,40
1456,10,32=14,16000,45
1456,11,33=17,32000,50
1456,12,33=20,36000,55
1456,13,33=23,40000,60
1456,14,33=26,44000,65
1456,15,33=30,48000,70
1456,16,34=34,96000,75
1456,17,34=38,104000,80
1456,18,34=42,112000,85
1456,19,34=46,120000,90
1456,20,34=50,128000,95
1457,1,31=1,0,0
1457,2,31=2,500,6
1457,3,31=3,1000,10
1457,4,31=4,2000,15
1457,5,31=5,4000,20
1457,6,32=6,8000,25
1457,7,32=8,10000,30
1457,8,32=10,12000,35
1457,9,32=12,14000,40
1457,10,32=14,16000,45
1457,11,33=17,32000,50
1457,12,33=20,36000,55
1457,13,33=23,40000,60
1457,14,33=26,44000,65
1457,15,33=30,48000,70
1457,16,34=34,96000,75
1457,17,34=38,104000,80
1457,18,34=42,112000,85
1457,19,34=46,120000,90
1457,20,34=50,128000,95
1458,1,31=1,0,0
1458,2,31=2,500,6
1458,3,31=3,1000,10
1458,4,31=4,2000,15
1458,5,31=5,4000,20
1458,6,32=6,8000,25
1458,7,32=8,10000,30
1458,8,32=10,12000,35
1458,9,32=12,14000,40
1458,10,32=14,16000,45
1458,11,33=17,32000,50
1458,12,33=20,36000,55
1458,13,33=23,40000,60
1458,14,33=26,44000,65
1458,15,33=30,48000,70
1458,16,34=34,96000,75
1458,17,34=38,104000,80
1458,18,34=42,112000,85
1458,19,34=46,120000,90
1458,20,34=50,128000,95
1459,1,31=1,0,0
1459,2,31=2,500,6
1459,3,31=3,1000,10
1459,4,31=4,2000,15
1459,5,31=5,4000,20
1459,6,32=6,8000,25
1459,7,32=8,10000,30
1459,8,32=10,12000,35
1459,9,32=12,14000,40
1459,10,32=14,16000,45
1459,11,33=17,32000,50
1459,12,33=20,36000,55
1459,13,33=23,40000,60
1459,14,33=26,44000,65
1459,15,33=30,48000,70
1459,16,34=34,96000,75
1459,17,34=38,104000,80
1459,18,34=42,112000,85
1459,19,34=46,120000,90
1459,20,34=50,128000,95
1460,1,31=1,0,0
1460,2,31=2,500,6
1460,3,31=3,1000,10
1460,4,31=4,2000,15
1460,5,31=5,4000,20
1460,6,32=6,8000,25
1460,7,32=8,10000,30
1460,8,32=10,12000,35
1460,9,32=12,14000,40
1460,10,32=14,16000,45
1460,11,33=17,32000,50
1460,12,33=20,36000,55
1460,13,33=23,40000,60
1460,14,33=26,44000,65
1460,15,33=30,48000,70
1460,16,34=34,96000,75
1460,17,34=38,104000,80
1460,18,34=42,112000,85
1460,19,34=46,120000,90
1460,20,34=50,128000,95
1461,1,31=1,0,0
1461,2,31=2,500,6
1461,3,31=3,1000,10
1461,4,31=4,2000,15
1461,5,31=5,4000,20
1461,6,32=6,8000,25
1461,7,32=8,10000,30
1461,8,32=10,12000,35
1461,9,32=12,14000,40
1461,10,32=14,16000,45
1461,11,33=17,32000,50
1461,12,33=20,36000,55
1461,13,33=23,40000,60
1461,14,33=26,44000,65
1461,15,33=30,48000,70
1461,16,34=34,96000,75
1461,17,34=38,104000,80
1461,18,34=42,112000,85
1461,19,34=46,120000,90
1461,20,34=50,128000,95
1462,1,31=1,0,0
1462,2,31=2,500,6
1462,3,31=3,1000,10
1462,4,31=4,2000,15
1462,5,31=5,4000,20
1462,6,32=6,8000,25
1462,7,32=8,10000,30
1462,8,32=10,12000,35
1462,9,32=12,14000,40
1462,10,32=14,16000,45
1462,11,33=17,32000,50
1462,12,33=20,36000,55
1462,13,33=23,40000,60
1462,14,33=26,44000,65
1462,15,33=30,48000,70
1462,16,34=34,96000,75
1462,17,34=38,104000,80
1462,18,34=42,112000,85
1462,19,34=46,120000,90
1462,20,34=50,128000,95
1463,1,31=1,0,0
1463,2,31=2,500,6
1463,3,31=3,1000,10
1463,4,31=4,2000,15
1463,5,31=5,4000,20
1463,6,32=6,8000,25
1463,7,32=8,10000,30
1463,8,32=10,12000,35
1463,9,32=12,14000,40
1463,10,32=14,16000,45
1463,11,33=17,32000,50
1463,12,33=20,36000,55
1463,13,33=23,40000,60
1463,14,33=26,44000,65
1463,15,33=30,48000,70
1463,16,34=34,96000,75
1463,17,34=38,104000,80
1463,18,34=42,112000,85
1463,19,34=46,120000,90
1463,20,34=50,128000,95
1464,1,31=1,0,0
1464,2,31=2,500,6
1464,3,31=3,1000,10
1464,4,31=4,2000,15
1464,5,31=5,4000,20
1464,6,32=6,8000,25
1464,7,32=8,10000,30
1464,8,32=10,12000,35
1464,9,32=12,14000,40
1464,10,32=14,16000,45
1464,11,33=17,32000,50
1464,12,33=20,36000,55
1464,13,33=23,40000,60
1464,14,33=26,44000,65
1464,15,33=30,48000,70
1464,16,34=34,96000,75
1464,17,34=38,104000,80
1464,18,34=42,112000,85
1464,19,34=46,120000,90
1464,20,34=50,128000,95
1465,1,31=1,0,0
1465,2,31=2,500,6
1465,3,31=3,1000,10
1465,4,31=4,2000,15
1465,5,31=5,4000,20
1465,6,32=6,8000,25
1465,7,32=8,10000,30
1465,8,32=10,12000,35
1465,9,32=12,14000,40
1465,10,32=14,16000,45
1465,11,33=17,32000,50
1465,12,33=20,36000,55
1465,13,33=23,40000,60
1465,14,33=26,44000,65
1465,15,33=30,48000,70
1465,16,34=34,96000,75
1465,17,34=38,104000,80
1465,18,34=42,112000,85
1465,19,34=46,120000,90
1465,20,34=50,128000,95
1466,1,31=1,0,0
1466,2,31=2,500,6
1466,3,31=3,1000,10
1466,4,31=4,2000,15
1466,5,31=5,4000,20
1466,6,32=6,8000,25
1466,7,32=8,10000,30
1466,8,32=10,12000,35
1466,9,32=12,14000,40
1466,10,32=14,16000,45
1466,11,33=17,32000,50
1466,12,33=20,36000,55
1466,13,33=23,40000,60
1466,14,33=26,44000,65
1466,15,33=30,48000,70
1466,16,34=34,96000,75
1466,17,34=38,104000,80
1466,18,34=42,112000,85
1466,19,34=46,120000,90
1466,20,34=50,128000,95
1467,1,31=1,0,0
1467,2,31=2,500,6
1467,3,31=3,1000,10
1467,4,31=4,2000,15
1467,5,31=5,4000,20
1467,6,32=6,8000,25
1467,7,32=8,10000,30
1467,8,32=10,12000,35
1467,9,32=12,14000,40
1467,10,32=14,16000,45
1467,11,33=17,32000,50
1467,12,33=20,36000,55
1467,13,33=23,40000,60
1467,14,33=26,44000,65
1467,15,33=30,48000,70
1467,16,34=34,96000,75
1467,17,34=38,104000,80
1467,18,34=42,112000,85
1467,19,34=46,120000,90
1467,20,34=50,128000,95
1468,1,31=1,0,0
1468,2,31=2,500,6
1468,3,31=3,1000,10
1468,4,31=4,2000,15
1468,5,31=5,4000,20
1468,6,32=6,8000,25
1468,7,32=8,10000,30
1468,8,32=10,12000,35
1468,9,32=12,14000,40
1468,10,32=14,16000,45
1468,11,33=17,32000,50
1468,12,33=20,36000,55
1468,13,33=23,40000,60
1468,14,33=26,44000,65
1468,15,33=30,48000,70
1468,16,34=34,96000,75
1468,17,34=38,104000,80
1468,18,34=42,112000,85
1468,19,34=46,120000,90
1468,20,34=50,128000,95
1469,1,31=1,0,0
1469,2,31=2,500,6
1469,3,31=3,1000,10
1469,4,31=4,2000,15
1469,5,31=5,4000,20
1469,6,32=6,8000,25
1469,7,32=8,10000,30
1469,8,32=10,12000,35
1469,9,32=12,14000,40
1469,10,32=14,16000,45
1469,11,33=17,32000,50
1469,12,33=20,36000,55
1469,13,33=23,40000,60
1469,14,33=26,44000,65
1469,15,33=30,48000,70
1469,16,34=34,96000,75
1469,17,34=38,104000,80
1469,18,34=42,112000,85
1469,19,34=46,120000,90
1469,20,34=50,128000,95
1470,1,31=1,0,0
1470,2,31=2,500,6
1470,3,31=3,1000,10
1470,4,31=4,2000,15
1470,5,31=5,4000,20
1470,6,32=6,8000,25
1470,7,32=8,10000,30
1470,8,32=10,12000,35
1470,9,32=12,14000,40
1470,10,32=14,16000,45
1470,11,33=17,32000,50
1470,12,33=20,36000,55
1470,13,33=23,40000,60
1470,14,33=26,44000,65
1470,15,33=30,48000,70
1470,16,34=34,96000,75
1470,17,34=38,104000,80
1470,18,34=42,112000,85
1470,19,34=46,120000,90
1470,20,34=50,128000,95
1471,1,31=1,0,0
1471,2,31=2,500,6
1471,3,31=3,1000,10
1471,4,31=4,2000,15
1471,5,31=5,4000,20
1471,6,32=6,8000,25
1471,7,32=8,10000,30
1471,8,32=10,12000,35
1471,9,32=12,14000,40
1471,10,32=14,16000,45
1471,11,33=17,32000,50
1471,12,33=20,36000,55
1471,13,33=23,40000,60
1471,14,33=26,44000,65
1471,15,33=30,48000,70
1471,16,34=34,96000,75
1471,17,34=38,104000,80
1471,18,34=42,112000,85
1471,19,34=46,120000,90
1471,20,34=50,128000,95
1472,1,31=1,0,0
1472,2,31=2,500,6
1472,3,31=3,1000,10
1472,4,31=4,2000,15
1472,5,31=5,4000,20
1472,6,32=6,8000,25
1472,7,32=8,10000,30
1472,8,32=10,12000,35
1472,9,32=12,14000,40
1472,10,32=14,16000,45
1472,11,33=17,32000,50
1472,12,33=20,36000,55
1472,13,33=23,40000,60
1472,14,33=26,44000,65
1472,15,33=30,48000,70
1472,16,34=34,96000,75
1472,17,34=38,104000,80
1472,18,34=42,112000,85
1472,19,34=46,120000,90
1472,20,34=50,128000,95
1473,1,31=1,0,0
1473,2,31=2,500,6
1473,3,31=3,1000,10
1473,4,31=4,2000,15
1473,5,31=5,4000,20
1473,6,32=6,8000,25
1473,7,32=8,10000,30
1473,8,32=10,12000,35
1473,9,32=12,14000,40
1473,10,32=14,16000,45
1473,11,33=17,32000,50
1473,12,33=20,36000,55
1473,13,33=23,40000,60
1473,14,33=26,44000,65
1473,15,33=30,48000,70
1473,16,34=34,96000,75
1473,17,34=38,104000,80
1473,18,34=42,112000,85
1473,19,34=46,120000,90
1473,20,34=50,128000,95
1474,1,31=1,0,0
1474,2,31=2,500,6
1474,3,31=3,1000,10
1474,4,31=4,2000,15
1474,5,31=5,4000,20
1474,6,32=6,8000,25
1474,7,32=8,10000,30
1474,8,32=10,12000,35
1474,9,32=12,14000,40
1474,10,32=14,16000,45
1474,11,33=17,32000,50
1474,12,33=20,36000,55
1474,13,33=23,40000,60
1474,14,33=26,44000,65
1474,15,33=30,48000,70
1474,16,34=34,96000,75
1474,17,34=38,104000,80
1474,18,34=42,112000,85
1474,19,34=46,120000,90
1474,20,34=50,128000,95
1475,1,31=1,0,0
1475,2,31=2,500,6
1475,3,31=3,1000,10
1475,4,31=4,2000,15
1475,5,31=5,4000,20
1475,6,32=6,8000,25
1475,7,32=8,10000,30
1475,8,32=10,12000,35
1475,9,32=12,14000,40
1475,10,32=14,16000,45
1475,11,33=17,32000,50
1475,12,33=20,36000,55
1475,13,33=23,40000,60
1475,14,33=26,44000,65
1475,15,33=30,48000,70
1475,16,34=34,96000,75
1475,17,34=38,104000,80
1475,18,34=42,112000,85
1475,19,34=46,120000,90
1475,20,34=50,128000,95
1476,1,31=1,0,0
1476,2,31=2,500,6
1476,3,31=3,1000,10
1476,4,31=4,2000,15
1476,5,31=5,4000,20
1476,6,32=6,8000,25
1476,7,32=8,10000,30
1476,8,32=10,12000,35
1476,9,32=12,14000,40
1476,10,32=14,16000,45
1476,11,33=17,32000,50
1476,12,33=20,36000,55
1476,13,33=23,40000,60
1476,14,33=26,44000,65
1476,15,33=30,48000,70
1476,16,34=34,96000,75
1476,17,34=38,104000,80
1476,18,34=42,112000,85
1476,19,34=46,120000,90
1476,20,34=50,128000,95
1477,1,31=1,0,0
1477,2,31=2,500,6
1477,3,31=3,1000,10
1477,4,31=4,2000,15
1477,5,31=5,4000,20
1477,6,32=6,8000,25
1477,7,32=8,10000,30
1477,8,32=10,12000,35
1477,9,32=12,14000,40
1477,10,32=14,16000,45
1477,11,33=17,32000,50
1477,12,33=20,36000,55
1477,13,33=23,40000,60
1477,14,33=26,44000,65
1477,15,33=30,48000,70
1477,16,34=34,96000,75
1477,17,34=38,104000,80
1477,18,34=42,112000,85
1477,19,34=46,120000,90
1477,20,34=50,128000,95
1478,1,31=1,0,0
1478,2,31=2,500,6
1478,3,31=3,1000,10
1478,4,31=4,2000,15
1478,5,31=5,4000,20
1478,6,32=6,8000,25
1478,7,32=8,10000,30
1478,8,32=10,12000,35
1478,9,32=12,14000,40
1478,10,32=14,16000,45
1478,11,33=17,32000,50
1478,12,33=20,36000,55
1478,13,33=23,40000,60
1478,14,33=26,44000,65
1478,15,33=30,48000,70
1478,16,34=34,96000,75
1478,17,34=38,104000,80
1478,18,34=42,112000,85
1478,19,34=46,120000,90
1478,20,34=50,128000,95
1479,1,31=1,0,0
1479,2,31=2,500,6
1479,3,31=3,1000,10
1479,4,31=4,2000,15
1479,5,31=5,4000,20
1479,6,32=6,8000,25
1479,7,32=8,10000,30
